"adr","State","City","Service","Count","EditionYear","Comments","lon","lat"
"Dallas, Texas","Texas","Dallas","Service Station",2,1939,"",-96.7969879,32.7766642
"Dallas, Texas","Texas","Dallas","Hotel",4,1939,"",-96.7969879,32.7766642
"Dallas, Texas","Texas","Dallas","Restaurant",2,1939,"",-96.7969879,32.7766642
"Danville, Illinois","Illinois","Danville","Tourist Home",4,1939,"",-87.6300207,40.124481
"Danville, Illinois","Illinois","Danville","Tourist Home",1,1938,"",-87.6300207,40.124481
"Danville, Virginia","Virginia","Danville","Tourist Home",2,1938,"",-79.3950228,36.5859718
"Danville, Virginia","Virginia","Danville","Tourist Home",4,1939,"",-79.3950228,36.5859718
"Darbie, Pennsylvania","Pennsylvania","Darbie","Tavern",1,1939,"",-75.2590721,39.9184461
"Darlington, South Carolina","South Carolina","Darlington","Service Station",1,1939,"",-79.8761741,34.2998762
"Dayton, Ohio","Ohio","Dayton","Restaurant",1,1939,"",-84.1916069,39.7589478
"Decatur, Alabama","Alabama","Decatur","Tourist Home",1,1938,"",-86.9833417,34.6059253
"Decatur, Alabama","Alabama","Decatur","Tourist Home",1,1939,"",-86.9833417,34.6059253
"Deming, New Mexico","New Mexico","Deming","Tourist Home",1,1939,"",-107.7586404,32.2686981
"Denver, Colorado","Colorado","Denver","Hotel",4,1939,"",-104.990251,39.7392358
"Denver, Colorado","Colorado","Denver","Service Station",1,1939,"",-104.990251,39.7392358
"Denver, Colorado","Colorado","Denver","Tourist Home",5,1939,"",-104.990251,39.7392358
"Des Moines, Iowa","Iowa","Des Moines","Hotel",1,1939,"",-93.6091064,41.6005448
"Detroit, Michigan","Michigan","Detroit","Night Club",1,1938,"",-83.0457538,42.331427
"Detroit, Michigan","Michigan","Detroit","Beauty Parlor",1,1939,"",-83.0457538,42.331427
"Detroit, Michigan","Michigan","Detroit","Service Station",1,1938,"",-83.0457538,42.331427
"Detroit, Michigan","Michigan","Detroit","Drug Store",2,1939,"",-83.0457538,42.331427
"Detroit, Michigan","Michigan","Detroit","Automotive Service",1,1939,"",-83.0457538,42.331427
"Detroit, Michigan","Michigan","Detroit","Hotel",9,1938,"",-83.0457538,42.331427
"Detroit, Michigan","Michigan","Detroit","Hotel",9,1939,"",-83.0457538,42.331427
"Detroit, Michigan","Michigan","Detroit","Service Station",1,1939,"",-83.0457538,42.331427
"Detroit, Michigan","Michigan","Detroit","Night Club",1,1939,"",-83.0457538,42.331427
"Dodge City, Kansas","Kansas","Dodge City","Tourist Home",1,1939,"",-100.0170787,37.7527982
"Dover, Delaware","Delaware","Dover","Hotel",7,1939,"",-75.5243682,39.158168
"Dover, Delaware","Delaware","Dover","Hotel",7,1938,"Not categorized",-75.5243682,39.158168
"Dublin, Georgia","Georgia","Dublin","Tourist Home",4,1938,"",-82.903754,32.5404447
"Dublin, Georgia","Georgia","Dublin","Tourist Home",4,1939,"",-82.903754,32.5404447
"Dubuque, Iowa","Iowa","Dubuque","Tourist Home",3,1939,"",-90.6645718,42.5005583
"Duluth, Minnesota","Minnesota","Duluth","Tourist Home",1,1939,"",-92.1004852,46.7866719
"Durham, North Carolina","North Carolina","Durham","Hotel",2,1938,"",-78.898619,35.9940329
"Durham, North Carolina","North Carolina","Durham","Service Station",2,1939,"",-78.898619,35.9940329
"Durham, North Carolina","North Carolina","Durham","Hotel",2,1939,"",-78.898619,35.9940329
"Durham, North Carolina","North Carolina","Durham","Tourist Home",3,1938,"",-78.898619,35.9940329
"Durham, North Carolina","North Carolina","Durham","Beauty Parlor",2,1939,"",-78.898619,35.9940329
"Durham, North Carolina","North Carolina","Durham","Tavern",1,1939,"",-78.898619,35.9940329
"East Orange, New Jersey","New Jersey","East Orange","Beauty Parlor",2,1938,"",-74.2048677,40.767323
"East Orange, New Jersey","New Jersey","East Orange","Tailor",2,1939,"",-74.2048677,40.767323
"East Orange, New Jersey","New Jersey","East Orange","Beauty Parlor",3,1939,"",-74.2048677,40.767323
"East St. Louis, Illinois","Illinois","East St. Louis","Tourist Home",3,1939,"",-90.1506465,38.624514
"East St. Louis, Illinois","Illinois","East St. Louis","Hotel",1,1939,"",-90.1506465,38.624514
"Eastman, Georgia","Georgia","Eastman","Tourist Home",2,1939,"",-83.1776514,32.1976729
"Eastman, Georgia","Georgia","Eastman","Tourist Home",2,1938,"",-83.1776514,32.1976729
"Eatontown, New Jersey","New Jersey","Eatontown","Hotel",1,1937,"",-74.0509725,40.2962222
"Eatontown, New Jersey","New Jersey","Eatontown","Night Club",1,1938,"",-74.0509725,40.2962222
"Eatontown, New Jersey","New Jersey","Eatontown","Night Club",1,1939,"",-74.0509725,40.2962222
"Eatontown, New Jersey","New Jersey","Eatontown","Road House",1,1939,"",-74.0509725,40.2962222
"Eerie, Pennsylvania","Pennsylvania","Eerie","Automotive Service",1,1939,"",-80.085059,42.1292241
"Eerie, Pennsylvania","Pennsylvania","Eerie","Hotel",1,1939,"",-80.085059,42.1292241
"Eerie, Pennsylvania","Pennsylvania","Eerie","Tourist Home",1,1939,"",-80.085059,42.1292241
"Egg Harbor, New Jersey","New Jersey","Egg Harbor","Hotel",2,1939,"",-74.6166192,39.3822537
"Egg Harbor, New Jersey","New Jersey","Egg Harbor","Tavern",1,1939,"",-74.6166192,39.3822537
"El Centro, California","California","El Centro","Restaurant",1,1939,"",-115.5630514,32.792
"El Centro, California","California","El Centro","Tourist Home",2,1939,"",-115.5630514,32.792
"El Centro, California","California","El Centro","Hotel",1,1939,"",-115.5630514,32.792
"El Dorado, Arkansas","Arkansas","El Dorado","Hotel",2,1939,"",-92.6662674,33.20763
"El Dorado, Arkansas","Arkansas","El Dorado","Tourist Home",3,1939,"",-92.6662674,33.20763
"El Paso, Texas","Texas","El Paso","Tavern",1,1939,"",-106.4850217,31.7618778
"El Paso, Texas","Texas","El Paso","Hotel",3,1939,"",-106.4850217,31.7618778
"El Paso, Texas","Texas","El Paso","Tailor",1,1939,"",-106.4850217,31.7618778
"El Paso, Texas","Texas","El Paso","Drug Store",1,1939,"",-106.4850217,31.7618778
"El Paso, Texas","Texas","El Paso","Tourist Home",5,1939,"",-106.4850217,31.7618778
"Elizabeth , New Jersey","New Jersey","Elizabeth ","Tavern",2,1939,"",-74.2107006,40.6639916
"Elizabeth , New Jersey","New Jersey","Elizabeth ","Restaurant",1,1939,"",-74.2107006,40.6639916
"Elizabeth , New Jersey","New Jersey","Elizabeth ","Tourist Home",4,1939,"",-74.2107006,40.6639916
"Elizabeth , North Carolina","North Carolina","Elizabeth ","Tavern",1,1939,"",-76.2510461,36.2946008
"Elizabeth, New Jersey","New Jersey","Elizabeth","Tourist Home",4,1938,"",-74.2107006,40.6639916
"Elizabeth, New Jersey","New Jersey","Elizabeth","Restaurant",1,1938,"",-74.2107006,40.6639916
"Elizabethtown, Kentucky","Kentucky","Elizabethtown","Tourist Home",4,1939,"",-85.8649408,37.7030646
"Elkhart, Indiana","Indiana","Elkhart","Tourist Home",1,1939,"",-85.9766671,41.6819935
"Elmira, New York","New York","Elmira","Hotel",1,1939,"",-76.8077338,42.0897965
"Elmira, New York","New York","Elmira","Tourist Home",3,1939,"",-76.8077338,42.0897965
"Elmira, New York","New York","Elmira","Hotel",1,1938,"",-76.8077338,42.0897965
"Elmsford, New York","New York","Elmsford","Tavern",1,1939,"",-73.8201337,41.0550969
"Elmsford, New York","New York","Elmsford","Dine and Dance",1,1937,"",-73.8201337,41.0550969
"Elmsford, New York","New York","Elmsford","Tavern",1,1938,"",-73.8201337,41.0550969
"Englewood Cliffs, New Jersey","New Jersey","Englewood Cliffs","Dine and Dance",1,1937,"",-73.9523597,40.8853773
"Englewood Cliffs, New Jersey","New Jersey","Englewood Cliffs","Night Club",1,1939,"",-73.9523597,40.8853773
"Englewood Cliffs, New Jersey","New Jersey","Englewood Cliffs","Night Club",1,1938,"",-73.9523597,40.8853773
"Englewood, New Jersey","New Jersey","Englewood","Liquor Store",1,1939,"",-73.9726381,40.8928771
"Englewood, New Jersey","New Jersey","Englewood","Taxi",1,1938,"Advertisement",-73.9726381,40.8928771
"Englewood, New Jersey","New Jersey","Englewood","Garage",1,1939,"",-73.9726381,40.8928771
"Englewood, New Jersey","New Jersey","Englewood","Liquor Store",1,1938,"",-73.9726381,40.8928771
"Englewood, New Jersey","New Jersey","Englewood","Tavern",1,1939,"",-73.9726381,40.8928771
"Enid, Oklahoma","Oklahoma","Enid","Night Club",1,1939,"",-97.8783911,36.3955891
"Enid, Oklahoma","Oklahoma","Enid","Barber Shop",1,1939,"",-97.8783911,36.3955891
"Enid, Oklahoma","Oklahoma","Enid","Tourist Home",7,1939,"",-97.8783911,36.3955891
"Enid, Oklahoma","Oklahoma","Enid","Garage",1,1939,"",-97.8783911,36.3955891
"Enid, Oklahoma","Oklahoma","Enid","Restaurant",1,1939,"",-97.8783911,36.3955891
"Enid, Oklahoma","Oklahoma","Enid","Beauty Parlor",1,1939,"",-97.8783911,36.3955891
"Enid, Oklahoma","Oklahoma","Enid","Road House",1,1939,"",-97.8783911,36.3955891
"Enid, Oklahoma","Oklahoma","Enid","Service Station",1,1939,"",-97.8783911,36.3955891
"Enid, Oklahoma","Oklahoma","Enid","Dance Hall",1,1939,"",-97.8783911,36.3955891
"Erie, Pennsylvania","Pennsylvania","Erie","Hotel",1,1938,"",-80.085059,42.1292241
"Evansville, Indiana","Indiana","Evansville","Tourist Home",5,1939,"",-87.5710898,37.9715592
"Everett, Washington","Washington","Everett","Tourist Home",3,1939,"",-122.2020794,47.9789848
"Farmville, Virginia","Virginia","Farmville","Service Station",1,1939,"",-78.3919401,37.3020965
"Farmville, Virginia","Virginia","Farmville","Tavern",1,1939,"",-78.3919401,37.3020965
"Fayettesville, North Carolina","North Carolina","Fayettesville","Hotel",1,1938,"",-78.8783585,35.0526641
"Fayetteville, Arkansas","Arkansas","Fayetteville","Hotel",1,1939,"",-94.1574263,36.0625795
"Fayetteville, Arkansas","Arkansas","Fayetteville","Tourist Home",2,1939,"",-94.1574263,36.0625795
"Fayetteville, North Carolina","North Carolina","Fayetteville","Hotel",1,1939,"",-78.8783585,35.0526641
"Fayetteville, North Carolina","North Carolina","Fayetteville","Tavern",2,1939,"",-78.8783585,35.0526641
"Fayetteville, North Carolina","North Carolina","Fayetteville","Barber Shop",1,1939,"",-78.8783585,35.0526641
"Fayetteville, North Carolina","North Carolina","Fayetteville","Tourist Home",4,1939,"",-78.8783585,35.0526641
"Fayetteville, North Carolina","North Carolina","Fayetteville","Beauty Parlor",1,1939,"",-78.8783585,35.0526641
"Flint, Michigan","Michigan","Flint","Tourist Home",4,1939,"",-83.6874562,43.0125274
"Florence, South Carolina","South Carolina","Florence","Tourist Home",2,1938,"",-79.7625625,34.1954331
"Florence, South Carolina","South Carolina","Florence","Tourist Home",2,1939,"",-79.7625625,34.1954331
"Fond du Lac, Wisconsin","Wisconsin","Fond du Lac","Tourist Home",2,1939,"",-88.4470508,43.7730448
"Fort Scott, Kansas","Kansas","Fort Scott","Hotel",1,1939,"",-94.7082951,37.8397626
"Fort Scott, Kansas","Kansas","Fort Scott","Tourist Home",3,1939,"",-94.7082951,37.8397626
"Fort Smith, Arkansas","Arkansas","Fort Smith","Tourist Home",1,1939,"",-94.3985475,35.3859242
"Fort Smith, Arkansas","Arkansas","Fort Smith","Hotel",1,1939,"",-94.3985475,35.3859242
"Fort Wayne, Indiana","Indiana","Fort Wayne","Restaurant",1,1939,"",-85.1393513,41.079273
"Forth Worth, Texas","Texas","Forth Worth","Service Station",1,1939,"",-97.3307658,32.7554883
"Forth Worth, Texas","Texas","Forth Worth","Tourist Home",1,1939,"",-97.3307658,32.7554883
"Forth Worth, Texas","Texas","Forth Worth","Hotel",2,1939,"",-97.3307658,32.7554883
"Frederick , Maryland","Maryland","Frederick ","Tourist Home",3,1939,"",-77.4105409,39.4142688
"Frederick , Maryland","Maryland","Frederick ","Restaurant",1,1939,"",-77.4105409,39.4142688
"Frederick, Maryland","Maryland","Frederick","Tourist Home",3,1938,"",-77.4105409,39.4142688
"Fredericksburg, Virginia","Virginia","Fredericksburg","Hotel",2,1938,"",-77.4605399,38.3031837
"Fredericksburg, Virginia","Virginia","Fredericksburg","Tourist Home",1,1938,"",-77.4605399,38.3031837
"Fredericksburg, Virginia","Virginia","Fredericksburg","Hotel",2,1939,"",-77.4605399,38.3031837
"Fredericksburg, Virginia","Virginia","Fredericksburg","Tourist Home",1,1939,"",-77.4605399,38.3031837
"Fremont, Nebraska","Nebraska","Fremont","Tourist Home",2,1939,"",-96.4981467,41.4333909
"French Lick, Indiana","Indiana","French Lick","Hotel",1,1939,"",-86.6199914,38.5489431
"Fresno, California","California","Fresno","Trailer Park",1,1939,"",-119.7725868,36.7468422
"Gadsden, Alabama","Alabama","Gadsden","Hotel",1,1938,"",-86.0066386,34.014264
"Gadsden, Alabama","Alabama","Gadsden","Tourist Home",4,1939,"",-86.0066386,34.014264
"Gadsden, Alabama","Alabama","Gadsden","Hotel",1,1939,"",-86.0066386,34.014264
"Gadsden, Alabama","Alabama","Gadsden","Tourist Home",4,1938,"",-86.0066386,34.014264
"Gallup, New Mexico","New Mexico","Gallup","Tourist Home",1,1939,"",-108.7425843,35.5280783
"Galveston, Texas","Texas","Galveston","Tourist Home",2,1939,"",-94.7976958,29.3013479
"Galveston, Texas","Texas","Galveston","Tavern",1,1939,"",-94.7976958,29.3013479
"Galveston, Texas","Texas","Galveston","Hotel",1,1939,"",-94.7976958,29.3013479
"Gary, Indiana","Indiana","Gary","Hotel",1,1939,"",-87.3464271,41.5933696
"Gastonia, North Carolina","North Carolina","Gastonia","Hotel",1,1939,"",-81.1873005,35.262082
"Gastonia, North Carolina","North Carolina","Gastonia","Hotel",1,1938,"",-81.1873005,35.262082
"Geneva, Alabama","Alabama","Geneva","Tourist Home",3,1938,"",-85.8638242,31.0329572
"Geneva, Alabama","Alabama","Geneva","Tourist Home",3,1939,"",-85.8638242,31.0329572
"Georgetown, South Carolina","South Carolina","Georgetown","Tourist Home",5,1939,"",-79.2944964,33.376834
"Georgetown, South Carolina","South Carolina","Georgetown","Tourist Home",5,1938,"",-79.2944964,33.376834
"Glasgow, Kentucky","Kentucky","Glascow Junction","Hotel",1,1939,"Probably “Glasgow Junction”. Exact location seems to be unknown. See here: http://roadsidethoughts.com/ky/glasgow-junction-xx-barren-misc.htm Using “Glasgow, KY”  for geocoding as approximation.",-85.9119215,36.9958839
"Glasgow, Kentucky","Kentucky","Glascow Junction","Tourist Home",6,1939,"Probably “Glasgow Junction”. Exact location seems to be unknown. See here: http://roadsidethoughts.com/ky/glasgow-junction-xx-barren-misc.htm Using “Glasgow, KY”  for geocoding as approximation.",-85.9119215,36.9958839
"Grand Rapids, Michigan","Michigan","Grand Rapids","Restaurant",1,1939,"",-85.6680863,42.9633599
"Great Barrington, Massachusetts","Massachusetts","Great Barrington","Hotel",1,1939,"",-73.362008,42.1959798
"Great Barrington, Massachusetts","Massachusetts","Great Barrington","Tourist Home",1,1939,"",-73.362008,42.1959798
"Greenly, Colorado","Colorado","Greenly","Tourist Home",2,1939,"",-104.7091322,40.4233142
"Greensboro, Georgia","Georgia","Greensboro","Tourist Home",3,1938,"",-83.1823789,33.5756831
"Greensboro, Georgia","Georgia","Greensboro","Tourist Home",3,1939,"",-83.1823789,33.5756831
"Greensboro, North Carolina","North Carolina","Greensboro","Tailor",1,1939,"",-79.7919754,36.0726354
"Greensboro, North Carolina","North Carolina","Greensboro","Tavern",2,1939,"",-79.7919754,36.0726354
"Greensboro, North Carolina","North Carolina","Greensboro","Hotel",2,1939,"",-79.7919754,36.0726354
"Greensboro, North Carolina","North Carolina","Greensboro","Tourist Home",2,1938,"",-79.7919754,36.0726354
"Greensboro, North Carolina","North Carolina","Greensboro","Taxi",1,1939,"",-79.7919754,36.0726354
"Greensboro, North Carolina","North Carolina","Greensboro","Tourist Home",3,1939,"",-79.7919754,36.0726354
"Greensboro, North Carolina","North Carolina","Greensboro","Hotel",2,1938,"",-79.7919754,36.0726354
"Greenville, Mississippi","Mississippi","Greenville","Tourist Home",1,1939,"",-91.0377029,33.399661
"Greenville, South Carolina","South Carolina","Greenville","Theater",1,1939,"",-82.3940104,34.8526176
"Greenville, South Carolina","South Carolina","Greenville","Hotel",2,1939,"",-82.3940104,34.8526176
"Grenada, Mississippi","Mississippi","Grenada","Tourist Home",3,1939,"",-89.8084192,33.7690049
"Guthrie, Oklahoma","Oklahoma","Guthrie","Tourist Home",3,1939,"",-97.4253185,35.878937
"Hackensack, New Jersey","New Jersey","Hackensack","Taxi",1,1938,"Advertisement",-74.0434736,40.8859325
"Hackensack, New Jersey","New Jersey","Hackensack","Bootblack Parlor",1,1938,"Advertisement",-74.0434736,40.8859325
"Hackensack, New Jersey","New Jersey","Hackensack","Service Station",1,1938,"Advertisement",-74.0434736,40.8859325
"Hackensack, New Jersey","New Jersey","Hackensack","Restaurant",1,1938,"Advertisement",-74.0434736,40.8859325
"Hackensack, New Jersey","New Jersey","Hackensack","Beauty Parlor",1,1938,"",-74.0434736,40.8859325
"Hackensack, New Jersey","New Jersey","Hackensack","Druggist",1,1938,"",-74.0434736,40.8859325
"Hackensack, New Jersey","New Jersey","Hackensack","Barber Shop",2,1939,"",-74.0434736,40.8859325
"Hackensack, New Jersey","New Jersey","Hackensack","Beauty Parlor",1,1939,"",-74.0434736,40.8859325
"Hackensack, New Jersey","New Jersey","Hackensack","Barber Shop",1,1938,"",-74.0434736,40.8859325
"Hackensack, New Jersey","New Jersey","Hackensack","Tavern",1,1939,"",-74.0434736,40.8859325
"Hackensack, New Jersey","New Jersey","Hackensack","Service Station",1,1939,"Advertisement",-74.0434736,40.8859325
"Hagerstown, Maryland","Maryland","Hagerstown","Tourist Home",2,1939,"",-77.7199932,39.6417629
"Hagerstown, Maryland","Maryland","Hagerstown","Tourist Home",2,1938,"",-77.7199932,39.6417629
"Hamsburg, Pennsylvania","Pennsylvania","Hamsburg","Hotel",1,1939,"",-75.9818772,40.5556484
"Hamsburg, Pennsylvania","Pennsylvania","Hamsburg","Taxi",1,1939,"",-75.9818772,40.5556484
"Harpers Ferry, West Virginia","West Virginia","Harpers Ferry","Hotel",2,1939,"",-77.7388818,39.3253786
"Harrisburg, Pennsylvania","Pennsylvania","Harrisburg","Tourist Home",3,1939,"",-76.8867008,40.2731911
"Harrisburg, Pennsylvania","Pennsylvania","Harrisburg","Hotel",2,1939,"",-76.8867008,40.2731911
"Harrisburg, Pennsylvania","Pennsylvania","Harrisburg","Tourist Home",2,1938,"",-76.8867008,40.2731911
"Harrisburg, Pennsylvania","Pennsylvania","Harrisburg","Hotel",1,1938,"",-76.8867008,40.2731911
"Harrisonburg, Virginia","Virginia","Harrisonburg","Tourist Home",1,1939,"",-78.8689155,38.4495688
"Harrisonburg, Virginia","Virginia","Harrisonburg","Restaurant",1,1939,"",-78.8689155,38.4495688
"Hartford, Connecticut","Connecticut","Hartford","Tourist Home",1,1939,"",-72.6850932,41.7637111
"Hartford, Connecticut","Connecticut","Hartford","Hotel",2,1938,"",-72.6850932,41.7637111
"Hartford, Connecticut","Connecticut","Hartford","Tavern",1,1939,"",-72.6850932,41.7637111
"Hartford, Connecticut","Connecticut","Hartford","Barber Shop",1,1939,"",-72.6850932,41.7637111
"Hartford, Connecticut","Connecticut","Hartford","Hotel",3,1939,"",-72.6850932,41.7637111
"Hartford, Connecticut","Connecticut","Hartford","Restaurant",1,1939,"",-72.6850932,41.7637111
"Hartford, Michigan","Michigan","Hartford","Tourist Home",1,1939,"",-86.1666876,42.2067051
"Haskell, New Jersey","New Jersey","Haskell","Recreation Park",1,1939,"",-74.2962552,41.0302008
"Haskell, New Jersey","New Jersey","Haskell","Recreation Park",1,1938,"",-74.2962552,41.0302008
"Hastings, Nebraska","Nebraska","Hastings","Tourist Home",1,1939,"",-98.3898726,40.5862583
"Hattiesburg, Mississippi","Mississippi","Hattiesburg","Tourist Home",3,1939,"",-89.2903392,31.3271189
"Hazard, Kentucky","Kentucky","Hazard","Tourist Home",2,1939,"",-83.1932284,37.24954
"Helena, Arkansas","Arkansas","Helena","Tourist Home",2,1939,"",-90.59,34.5291
"Helena, Montana","Montana","Helena","Tourist Home",1,1939,"",-112.0245054,46.5883707
"Hiawatha, Kansas","Kansas","Hiawatha","Tourist Home",2,1939,"",-95.5358156,39.8525033
"Hopkinsville, Kentucky","Kentucky","Hopkinsville","Tourist Home",4,1939,"",-87.4886186,36.8656008
"Hot Springs, Arkansas","Arkansas","Hot Springs","Hotel",5,1939,"",-93.0551795,34.5037004
"Hot Springs, Arkansas","Arkansas","Hot Springs","Tourist Home",8,1939,"",-93.0551795,34.5037004
"Houston, Texas","Texas","Houston","Restaurant",1,1939,"",-95.3698028,29.7604267
"Houston, Texas","Texas","Houston","Automotive Service",1,1939,"",-95.3698028,29.7604267
"Houston, Texas","Texas","Houston","Drug Store",1,1939,"",-95.3698028,29.7604267
"Houston, Texas","Texas","Houston","Tavern",1,1939,"",-95.3698028,29.7604267
"Houston, Texas","Texas","Houston","Beauty Parlor",1,1939,"",-95.3698028,29.7604267
"Houston, Texas","Texas","Houston","Hotel",4,1939,"",-95.3698028,29.7604267
"Huntington, West Virginia","West Virginia","Huntington","Tavern",1,1938,"",-82.445154,38.4192496
"Huntington, West Virginia","West Virginia","Huntington","Barber Shop",1,1938,"",-82.445154,38.4192496
"Huntington, West Virginia","West Virginia","Huntington","Hotel",4,1938,"",-82.445154,38.4192496
"Huntington, West Virginia","West Virginia","Huntington","Hotel",3,1939,"",-82.445154,38.4192496
"Huntington, West Virginia","West Virginia","Huntington","Tourist Home",5,1939,"",-82.445154,38.4192496
"Huntington, West Virginia","West Virginia","Huntington","Dance Hall",1,1938,"",-82.445154,38.4192496
"Huntington, West Virginia","West Virginia","Huntington","Beauty Parlor",1,1938,"",-82.445154,38.4192496
"Huntington, West Virginia","West Virginia","Huntington","Tourist Home",1,1938,"",-82.445154,38.4192496
"Huntington, West Virginia","West Virginia","Huntington","Night Club",1,1939,"",-82.445154,38.4192496
"Huntington, West Virginia","West Virginia","Huntington","Night Club",1,1938,"",-82.445154,38.4192496
"Huntington, West Virginia","West Virginia","Huntington","Service Station",1,1938,"",-82.445154,38.4192496
"Huntington, West Virginia","West Virginia","Huntington","Garage",1,1938,"",-82.445154,38.4192496
"Huntington, West Virginia","West Virginia","Huntington","Restaurant",1,1938,"",-82.445154,38.4192496
"Huntington, West Virginia","West Virginia","Huntington","Restaurant",1,1939,"",-82.445154,38.4192496
"Huntington, West Virginia","West Virginia","Huntington","Dance Hall",1,1939,"",-82.445154,38.4192496
"Huntington, West Virginia","West Virginia","Huntington","Beauty Parlor",1,1939,"",-82.445154,38.4192496
"Huntington, West Virginia","West Virginia","Huntington","Theater",1,1938,"",-82.445154,38.4192496
"Huntington, West Virginia","West Virginia","Huntington","Service Station",1,1939,"",-82.445154,38.4192496
"Huntington, West Virginia","West Virginia","Huntington","Tavern",2,1939,"",-82.445154,38.4192496
"Huntington, West Virginia","West Virginia","Huntington","Garage",1,1939,"",-82.445154,38.4192496
"Huntington, West Virginia","West Virginia","Huntington","Barber Shop",1,1939,"",-82.445154,38.4192496
"Huntington, West Virginia","West Virginia","Huntington","Theater",1,1939,"",-82.445154,38.4192496
"Hutchinson, Kansas","Kansas","Hutchinson","Tourist Home",2,1939,"",-97.9297743,38.0608445
"Idlewild, Michigan","Michigan","Idlewild","Hotel",5,1939,"",-85.8025598,43.886957
"Idlewild, Michigan","Michigan","Idlewild","Tavern",1,1939,"",-85.8025598,43.886957
"Independence, Kansas","Kansas","Independence","Tourist Home",2,1939,"",-95.7083131,37.2242358
"Indianapolis, Indiana","Indiana","Indianapolis","Tourist Home",5,1939,"",-86.158068,39.768403
"Indianapolis, Indiana","Indiana","Indianapolis","Tavern",2,1939,"",-86.158068,39.768403
"Jackson , Michigan","Michigan","Jackson ","Tourist Home",3,1939,"",-84.4013462,42.245869
"Jackson , Tennessee","Tennessee","Jackson ","Tailor",1,1939,"",-88.8139469,35.6145169
"Jackson , Tennessee","Tennessee","Jackson ","Taxi",1,1939,"",-88.8139469,35.6145169
"Jacksonville, Florida","Florida","Jacksonville","Hotel",4,1939,"",-81.655651,30.3321838
"Jacksonville, Florida","Florida","Jacksonville","Tourist Home",3,1938,"",-81.655651,30.3321838
"Jacksonville, Florida","Florida","Jacksonville","Tourist Home",7,1939,"",-81.655651,30.3321838
"Jacksonville, Florida","Florida","Jacksonville","Hotel",4,1938,"",-81.655651,30.3321838
"Jamaica, Long Island, New York","New York","Jamaica, Long Island","Night Club",1,1938,"",-73.7889689,40.702677
"Jamaica, Long Island, New York","New York","Jamaica, Long Island","Tavern",1,1938,"",-73.7889689,40.702677
"Jamestown, New York","New York","Jamestown","Tourist Home",4,1939,"",-79.2353259,42.0970023
"Jeffersonville, Indiana","Indiana","Jeffersonville","Tourist Home",2,1939,"",-85.7371847,38.2775702
"Jersey City, New Jersey","New Jersey","Jersey City","Restaurant",1,1939,"",-74.0776417,40.7281575
"Joplin, Missouri","Missouri","Joplin","Hotel",1,1939,"",-94.513281,37.0842271
"Joplin, Missouri","Missouri","Joplin","Tourist Home",2,1939,"",-94.513281,37.0842271
"Junction City, Kansas","Kansas","Junction City","Hotel",3,1939,"",-96.8313978,39.0286093
"Kansas City, Missouri","Missouri","Kansas City","Hotel",4,1939,"",-94.5785667,39.0997265
"Kansas City, Missouri","Missouri","Kansas City","Tourist Home",2,1939,"",-94.5785667,39.0997265
"Kennelworth, New Jersey","New Jersey","Kennelworth","Tavern",1,1939,"",-74.2907032,40.6764911
"Keyport, New Jersey","New Jersey","Keyport","Restaurant",1,1939,"",-74.1995883,40.4331631
"Kingston, New Jersey","New Jersey","Kingston","Road House",1,1939,"",-74.6134903,40.3753844
"Kingston, New Jersey","New Jersey","Kingston","Road House",1,1938,"",-74.6134903,40.3753844
"Kingston, New York","New York","Kingston","Restaurant",1,1939,"",-73.9973608,41.9270367
"Kokomo, Indiana","Indiana","Kokomo","Tourist Home",4,1939,"",-86.1336033,40.486427
"La Junta, Colorado","Colorado","La Junta","Tourist Home",3,1939,"",-103.5438321,37.9850091
"Lafayette, Indiana","Indiana","Lafayette","Tavern",1,1939,"",-86.8752869,40.4167022
"Lafayette, Louisiana","Louisiana","Lafayette","Tourist Home",3,1939,"",-92.0198427,30.2240897
"Lake City, Florida","Florida","Lake City","Tourist Home",2,1939,"",-82.6392899,30.1896756
"Lakeland, Florida","Florida","Lakeland","Tourist Home",4,1939,"",-81.9498042,28.0394654
"Lakeland, Florida","Florida","Lakeland","Hotel",1,1938,"",-81.9498042,28.0394654
"Lancaster, Pennsylvania","Pennsylvania","Lancaster","Tourist Home",3,1938,"",-76.3055144,40.0378755
"Lancaster, Pennsylvania","Pennsylvania","Lancaster","Tourist Home",3,1939,"",-76.3055144,40.0378755
"Lansing, Michigan","Michigan","Lansing","Tourist Home",5,1939,"",-84.5555347,42.732535
"Larchmont, New York","New York","Larchmont","Tavern",1,1938,"",-73.7517983,40.9278769
"Larchmont, New York","New York","Larchmont","Dine and Dance",1,1937,"",-73.7517983,40.9278769
"Larchmont, New York","New York","Larchmont","Tavern",1,1939,"",-73.7517983,40.9278769
"Larned, Kansas","Kansas","Larned","Tourist Home",3,1939,"",-99.098713,38.1805693
"Laurel, Mississippi","Mississippi","Laurel","Hotel",2,1939,"",-89.1306124,31.6940509
"Laurel, Mississippi","Mississippi","Laurel","Tourist Home",6,1939,"",-89.1306124,31.6940509
"Lawnside, New Jersey","New Jersey","Lawnside","Tavern",3,1939,"",-75.0282253,39.8665025
"Lawnside, New Jersey","New Jersey","Lawnside","Road House",2,1938,"",-75.0282253,39.8665025
